	product_x	color	size	material	received_date	shipment_date_required	product_y	customer	quantity
183	ABS 04-CONT. LT.5 70g	Nero		ABS 04					
184	ABS 04-CONT. LT.2 60g	Bianco	60g	ABS 04	2023-02-14	2023-05-15	ABS 04-LT.5 60g	PLASTICHEMICAL SPA	75.0
185	ABS 04-CONT. LT.2 60g	Bianco	60g	ABS 04	2023-08-13	2023-08-20	ABS 04-LT.1 60g	PLASTICHEMICAL SPA	98.0
186	ABS 04-CONT. LT.5 50g	Rosso	50g	ABS 04	2023-01-01	2023-01-08	ABS 04-LT.1 50g	PLASTICHEM SRL	80.0
187	ABS 04-CONT. LT.5 50g	Rosso	50g	ABS 04	2023-07-26	2023-08-02	ABS 04-LT.2 50g	AMBROSIO VETRI SOC. COOP.	43.0
188	ABS 04-CONT. LT.5 55g		55g	ABS 04					
189		Verde		ABS 04					
190	ABS 04-CONT. LT.5 70g	Verde		ABS 04					
191	ABS 04-CONT. LT.5 60g	Blu		ABS 04					
192	ABS 04-CONT. LT.5 65g	Blu		ABS 04					
193	ABS 04-CONT. LT.5 60g	Bianco		ABS 04					
194	ABS 04-CONT. LT.5 60g	Rosso		ABS 04					
195	ABS 04-CONT. LT.5 65g	Rosso		ABS 04					
196	ABS 04-CONT. LT.5 70g			ABS 04					
197	PC 06-CONT. LT.1 50g	Bianco		PC 06					
198	PC 06-CONT. LT.1 55g	Bianco		PC 06					
199	PC 06-CONT. LT.5 50g	Bianco		PC 06					
200	PC 06-CONT. LT.5 55g	Bianco		PC 06					
201	PC 06-CONT. LT.5 60g	Bianco		PC 06					
202	PC 06-CONT. LT.5 65g	Bianco		PC 06					
203	PC 06-CONT. LT.1 55g	Blu		PC 06					
204	PC 06-CONT. LT.1 60g	Blu		PC 06					
205	PC 06-CONT. LT.2 65g	Blu		PC 06					
206	PC 06-CONT. LT.2 70g	Blu		PC 06					
207	PC 06-CONT. LT.5 50g	Blu		PC 06					
208	PC 06-CONT. LT.5 60g	Blu		PC 06					
209	PC 06-CONT. LT.5 65g	Blu		PC 06					
210	PC 06-CONT. LT.1 55g	Rosso		PC 06					
211	PC 06-CONT. LT.5 70g	Rosso		PC 06					
212	PC 06-CONT. LT.1 55g	Verde		PC 06					
213	PC 06-CONT. LT.2 65g	Verde		PC 06					
214	PC 06-CONT. LT.2 70g	Verde		PC 06					
215	PC 06-CONT. LT.5 50g	Verde		PC 06					
216	PC 06-CONT. LT.5 55g	Verde		PC 06					
217	PC 06-CONT. LT.5 60g	Verde		PC 06					
218	PC 06-CONT. LT.5 65g	Verde		PC 06					
219	PC 06-CONT. LT.5 70g	Verde		PC 06					
220	PC 06-CONT. LT.1 60g	Verde	60g	PC 06	2023-01-28	2023-04-28	PC 06-LT.10 60g	INDUSTRIE PLASTICHE SRL	67.0
221	PC 06-CONT. LT.1 60g	Verde	60g	PC 06	2023-09-27	2023-12-26	PC 06-LT.5 60g	PLASTICA INDUSTRIALE SRL	42.0
222		Verde	60g	PC 06	2023-01-28	2023-04-28	PC 06-LT.10 60g	INDUSTRIE PLASTICHE SRL	67.0
223		Verde	60g	PC 06	2023-09-27	2023-12-26	PC 06-LT.5 60g	PLASTICA INDUSTRIALE SRL	42.0
224	PC 06-CONT. LT.1 60g	Bianco	60g	PC 06	2023-05-05	2023-08-03	PC 06-LT.10 60g	INDUSTRIE PLASTICHE SRL	44.0
225		Bianco	60g	PC 06	2023-05-05	2023-08-03	PC 06-LT.10 60g	INDUSTRIE PLASTICHE SRL	44.0
226	PC 06-CONT. LT.1 60g	Nero	60g	PC 06	2023-01-12	2023-01-19	PC 06-LT.2 60g	CHEMPRODIE SRL	34.0
227	PC 06-CONT. LT.1 60g	Nero	60g	PC 06	2023-02-23	2023-03-02	PC 06-LT.5 60g	POLIMERI ITALIANI SRL	7.0
228	PC 06-CONT. LT.2 60g	Nero	60g	PC 06	2023-01-12	2023-01-19	PC 06-LT.2 60g	CHEMPRODIE SRL	34.0
229	PC 06-CONT. LT.2 60g	Nero	60g	PC 06	2023-02-23	2023-03-02	PC 06-LT.5 60g	POLIMERI ITALIANI SRL	7.0
230	PC 06-CONT. LT.1 60g	Rosso	60g	PC 06	2023-01-25	2023-04-25	PC 06-LT.1 60g	SINTETICPLAST SPA	69.0
231	PC 06-CONT. LT.1 60g	Rosso	60g	PC 06	2023-03-02	2023-04-01	PC 06-LT.1 60g	PLASTICA INDUSTRIALE SRL	28.0
232	PC 06-CONT. LT.1 60g	Rosso	60g	PC 06	2023-04-11	2023-05-11	PC 06-LT.2 60g	CHEMPRODIE SRL	47.0
233	PC 06-CONT. LT.1 60g	Rosso	60g	PC 06	2023-05-25	2023-06-24	PC 06-LT.5 60g	INDUSTRIE PLASTICHE SRL	62.0
234	PC 06-CONT. LT.1 60g	Rosso	60g	PC 06	2023-09-15	2023-12-14	PC 06-LT.10 60g	PLASTIMANIA SNC	20.0
235	PC 06-CONT. LT.10 60g	Rosso	60g	PC 06	2023-01-25	2023-04-25	PC 06-LT.1 60g	SINTETICPLAST SPA	69.0
236	PC 06-CONT. LT.10 60g	Rosso	60g	PC 06	2023-03-02	2023-04-01	PC 06-LT.1 60g	PLASTICA INDUSTRIALE SRL	28.0
237	PC 06-CONT. LT.10 60g	Rosso	60g	PC 06	2023-04-11	2023-05-11	PC 06-LT.2 60g	CHEMPRODIE SRL	47.0
238	PC 06-CONT. LT.10 60g	Rosso	60g	PC 06	2023-05-25	2023-06-24	PC 06-LT.5 60g	INDUSTRIE PLASTICHE SRL	62.0
239	PC 06-CONT. LT.10 60g	Rosso	60g	PC 06	2023-09-15	2023-12-14	PC 06-LT.10 60g	PLASTIMANIA SNC	20.0
240	PC 06-CONT. LT.2 60g	Rosso	60g	PC 06	2023-01-25	2023-04-25	PC 06-LT.1 60g	SINTETICPLAST SPA	69.0
241	PC 06-CONT. LT.2 60g	Rosso	60g	PC 06	2023-03-02	2023-04-01	PC 06-LT.1 60g	PLASTICA INDUSTRIALE SRL	28.0
242	PC 06-CONT. LT.2 60g	Rosso	60g	PC 06	2023-04-11	2023-05-11	PC 06-LT.2 60g	CHEMPRODIE SRL	47.0
243	PC 06-CONT. LT.2 60g	Rosso	60g	PC 06	2023-05-25	2023-06-24	PC 06-LT.5 60g	INDUSTRIE PLASTICHE SRL	62.0
244	PC 06-CONT. LT.2 60g	Rosso	60g	PC 06	2023-09-15	2023-12-14	PC 06-LT.10 60g	PLASTIMANIA SNC	20.0
245	PC 06-CONT. LT.1 65g	Blu	65g	PC 06					
246	PC 06-CONT. LT.10 65g	Blu	65g	PC 06					
247	PC 06-CONT. LT.1 65g	Bianco	65g	PC 06	2023-03-22	2023-04-21	PC 06-LT.10 65g	PLASTICA INDUSTRIALE SRL	6.0
248	PC 06-CONT. LT.1 65g	Bianco	65g	PC 06	2023-05-05	2023-05-12	PC 06-LT.1 65g	PLASTICHEMICAL SPA	74.0
249	PC 06-CONT. LT.1 65g	Bianco	65g	PC 06	2023-07-26	2023-08-02	PC 06-LT.10 65g	ACETIFICIO ANDREA MILANO SRL	113.0
250	PC 06-CONT. LT.1 65g	Bianco	65g	PC 06	2023-08-08	2023-11-06	PC 06-LT.5 65g	AMBROSIO VETRI SOC. COOP.	62.0
251	PC 06-CONT. LT.10 65g	Bianco	65g	PC 06	2023-03-22	2023-04-21	PC 06-LT.10 65g	PLASTICA INDUSTRIALE SRL	6.0
252	PC 06-CONT. LT.10 65g	Bianco	65g	PC 06	2023-05-05	2023-05-12	PC 06-LT.1 65g	PLASTICHEMICAL SPA	74.0
253	PC 06-CONT. LT.10 65g	Bianco	65g	PC 06	2023-07-26	2023-08-02	PC 06-LT.10 65g	ACETIFICIO ANDREA MILANO SRL	113.0
254	PC 06-CONT. LT.10 65g	Bianco	65g	PC 06	2023-08-08	2023-11-06	PC 06-LT.5 65g	AMBROSIO VETRI SOC. COOP.	62.0
255	PC 06-CONT. LT.2 65g	Bianco	65g	PC 06	2023-03-22	2023-04-21	PC 06-LT.10 65g	PLASTICA INDUSTRIALE SRL	6.0
256	PC 06-CONT. LT.2 65g	Bianco	65g	PC 06	2023-05-05	2023-05-12	PC 06-LT.1 65g	PLASTICHEMICAL SPA	74.0
257	PC 06-CONT. LT.2 65g	Bianco	65g	PC 06	2023-07-26	2023-08-02	PC 06-LT.10 65g	ACETIFICIO ANDREA MILANO SRL	113.0
258	PC 06-CONT. LT.2 65g	Bianco	65g	PC 06	2023-08-08	2023-11-06	PC 06-LT.5 65g	AMBROSIO VETRI SOC. COOP.	62.0
259	PC 06-CONT. LT.1 65g	Nero	65g	PC 06	2023-01-09	2023-01-16	PC 06-LT.2 65g	PLASTIMANIA SNC	93.0
260	PC 06-CONT. LT.1 65g	Nero	65g	PC 06	2023-01-21	2023-04-21	PC 06-LT.1 65g	PLASTICA INDUSTRIALE SRL	23.0
261	PC 06-CONT. LT.1 65g	Nero	65g	PC 06	2023-02-10	2023-03-12	PC 06-LT.5 65g	CHEMPRODIE SRL	68.0
262	PC 06-CONT. LT.1 65g	Nero	65g	PC 06	2023-02-12	2023-02-19	PC 06-LT.1 65g	PLASTICA INDUSTRIALE SRL	80.0
263	PC 06-CONT. LT.1 65g	Nero	65g	PC 06	2023-06-17	2023-09-15	PC 06-LT.5 65g	ACETIFICIO ANDREA MILANO SRL	8.0
264	PC 06-CONT. LT.1 65g	Nero	65g	PC 06	2023-08-15	2023-11-13	PC 06-LT.2 65g	AMBROSIO VETRI SOC. COOP.	94.0
265	PC 06-CONT. LT.1 65g	Rosso	65g	PC 06	2023-08-22	2023-09-21	PC 06-LT.1 65g	PLASTICHEMICAL SPA	110.0
266	PC 06-CONT. LT.1 70g	Blu	70g	PC 06					
267	PC 06-CONT. LT.10 70g	Blu	70g	PC 06					
268		Verde	70g	PC 06	2023-01-21	2023-02-20	PC 06-LT.2 70g	PLASTIMANIA SNC	89.0
269		Verde	70g	PC 06	2023-04-28	2023-07-27	PC 06-LT.5 70g	SINTETICPLAST SPA	13.0
270		Verde	70g	PC 06	2023-06-14	2023-06-21	PC 06-LT.1 70g	CHEMPRODIE SRL	40.0
271		Verde	70g	PC 06	2023-07-15	2023-08-14	PC 06-LT.5 70g	PLASTICHEM SRL	96.0
272		Verde	70g	PC 06	2023-07-20	2023-08-19	PC 06-LT.10 70g	CHEMPRODIE SRL	81.0
273		Verde	70g	PC 06	2023-09-16	2023-09-23	PC 06-LT.10 70g	ACETIFICIO ANDREA MILANO SRL	44.0
274	PC 06-CONT. LT.10 70g	Verde	70g	PC 06	2023-01-21	2023-02-20	PC 06-LT.2 70g	PLASTIMANIA SNC	89.0
275	PC 06-CONT. LT.10 70g	Verde	70g	PC 06	2023-04-28	2023-07-27	PC 06-LT.5 70g	SINTETICPLAST SPA	13.0
276	PC 06-CONT. LT.10 70g	Verde	70g	PC 06	2023-06-14	2023-06-21	PC 06-LT.1 70g	CHEMPRODIE SRL	40.0
277	PC 06-CONT. LT.10 70g	Verde	70g	PC 06	2023-07-15	2023-08-14	PC 06-LT.5 70g	PLASTICHEM SRL	96.0
278	PC 06-CONT. LT.10 70g	Verde	70g	PC 06	2023-07-20	2023-08-19	PC 06-LT.10 70g	CHEMPRODIE SRL	81.0
279	PC 06-CONT. LT.10 70g	Verde	70g	PC 06	2023-09-16	2023-09-23	PC 06-LT.10 70g	ACETIFICIO ANDREA MILANO SRL	44.0
280	PC 06-CONT. LT.1 70g	Bianco	70g	PC 06	2023-04-21	2023-07-20	PC 06-LT.5 70g	AMBROSIO VETRI SOC. COOP.	67.0
281	PC 06-CONT. LT.1 70g	Bianco	70g	PC 06	2023-05-03	2023-08-01	PC 06-LT.10 70g	PLASTIMANIA SNC	75.0
282	PC 06-CONT. LT.1 70g	Bianco	70g	PC 06	2023-09-11	2023-12-10	PC 06-LT.10 70g	PLASTIMANIA SNC	34.0
283	PC 06-CONT. LT.10 70g	Bianco	70g	PC 06	2023-04-21	2023-07-20	PC 06-LT.5 70g	AMBROSIO VETRI SOC. COOP.	67.0
284	PC 06-CONT. LT.10 70g	Bianco	70g	PC 06	2023-05-03	2023-08-01	PC 06-LT.10 70g	PLASTIMANIA SNC	75.0
285	PC 06-CONT. LT.10 70g	Bianco	70g	PC 06	2023-09-11	2023-12-10	PC 06-LT.10 70g	PLASTIMANIA SNC	34.0
286	PC 06-CONT. LT.10 50g	Bianco	50g	PC 06	2023-01-20	2023-04-20	PC 06-LT.1 50g	PLASTICA INDUSTRIALE SRL	28.0
287	PC 06-CONT. LT.10 50g	Bianco	50g	PC 06	2023-03-26	2023-04-02	PC 06-LT.1 50g	POLIMERI ITALIANI SRL	53.0
288	PC 06-CONT. LT.10 50g	Bianco	50g	PC 06	2023-06-22	2023-07-22	PC 06-LT.10 50g	PLASTICHEMICAL SPA	87.0
289	PC 06-CONT. LT.10 50g	Bianco	50g	PC 06	2023-08-09	2023-11-07	PC 06-LT.5 50g	AMBROSIO VETRI SOC. COOP.	3.0
290	PC 06-CONT. LT.10 50g	Bianco	50g	PC 06	2023-08-28	2023-09-04	PC 06-LT.10 50g	POLIMERI ITALIANI SRL	73.0
291	PC 06-CONT. LT.10 50g	Nero	50g	PC 06	2023-03-12	2023-04-11	PC 06-LT.5 50g	PLASTICA INDUSTRIALE SRL	26.0
292	PC 06-CONT. LT.10 50g	Nero	50g	PC 06	2023-03-25	2023-04-24	PC 06-LT.2 50g	SINTETICPLAST SPA	5.0
293	PC 06-CONT. LT.10 50g	Nero	50g	PC 06	2023-04-07	2023-07-06	PC 06-LT.10 50g	PLASTICHEMICAL SPA	113.0
294	PC 06-CONT. LT.10 50g	Nero	50g	PC 06	2023-04-27	2023-07-26	PC 06-LT.2 50g	PLASTICHEM SRL	76.0
295	PC 06-CONT. LT.10 50g	Nero	50g	PC 06	2023-06-16	2023-07-16	PC 06-LT.10 50g	POLIMERI ITALIANI SRL	28.0
296	PC 06-CONT. LT.10 50g	Blu	50g	PC 06					
297	PC 06-CONT. LT.2 50g	Blu	50g	PC 06					
298	PC 06-CONT. LT.10 50g	Rosso	50g	PC 06	2023-02-24	2023-03-26	PC 06-LT.10 50g	PLASTICHEMICAL SPA	66.0
299	PC 06-CONT. LT.10 50g	Rosso	50g	PC 06	2023-05-09	2023-05-16	PC 06-LT.5 50g	PLASTICA INDUSTRIALE SRL	101.0
300	PC 06-CONT. LT.10 50g	Rosso	50g	PC 06	2023-06-13	2023-06-20	PC 06-LT.2 50g	AMBROSIO VETRI SOC. COOP.	13.0
301	PC 06-CONT. LT.10 50g	Rosso	50g	PC 06	2023-07-01	2023-07-31	PC 06-LT.1 50g	SINTETICPLAST SPA	27.0
302	PC 06-CONT. LT.10 50g	Rosso	50g	PC 06	2023-09-05	2023-09-12	PC 06-LT.5 50g	AMBROSIO VETRI SOC. COOP.	34.0
303	PC 06-CONT. LT.2 50g	Rosso	50g	PC 06	2023-02-24	2023-03-26	PC 06-LT.10 50g	PLASTICHEMICAL SPA	66.0
304	PC 06-CONT. LT.2 50g	Rosso	50g	PC 06	2023-05-09	2023-05-16	PC 06-LT.5 50g	PLASTICA INDUSTRIALE SRL	101.0
305	PC 06-CONT. LT.2 50g	Rosso	50g	PC 06	2023-06-13	2023-06-20	PC 06-LT.2 50g	AMBROSIO VETRI SOC. COOP.	13.0
306	PC 06-CONT. LT.2 50g	Rosso	50g	PC 06	2023-07-01	2023-07-31	PC 06-LT.1 50g	SINTETICPLAST SPA	27.0
307	PC 06-CONT. LT.2 50g	Rosso	50g	PC 06	2023-09-05	2023-09-12	PC 06-LT.5 50g	AMBROSIO VETRI SOC. COOP.	34.0
308	PC 06-CONT. LT.10 55g	Bianco	55g	PC 06	2023-03-20	2023-03-27	PC 06-LT.5 55g	PLASTIMANIA SNC	103.0
309	PC 06-CONT. LT.10 55g	Bianco	55g	PC 06	2023-04-13	2023-04-20	PC 06-LT.2 55g	SINTETICPLAST SPA	13.0
310	PC 06-CONT. LT.10 55g	Bianco	55g	PC 06	2023-08-17	2023-08-24	PC 06-LT.2 55g	AMBROSIO VETRI SOC. COOP.	95.0
311	PC 06-CONT. LT.2 55g	Bianco	55g	PC 06	2023-03-20	2023-03-27	PC 06-LT.5 55g	PLASTIMANIA SNC	103.0
312	PC 06-CONT. LT.2 55g	Bianco	55g	PC 06	2023-04-13	2023-04-20	PC 06-LT.2 55g	SINTETICPLAST SPA	13.0
313	PC 06-CONT. LT.2 55g	Bianco	55g	PC 06	2023-08-17	2023-08-24	PC 06-LT.2 55g	AMBROSIO VETRI SOC. COOP.	95.0
314	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-01-15	2023-04-15	PC 06-LT.10 55g	PLASTICHEMICAL SPA	62.0
315	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-02-02	2023-02-09	PC 06-LT.10 55g	AMBROSIO VETRI SOC. COOP.	7.0
316	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-02-27	2023-03-06	PC 06-LT.2 55g	PLASTICHEMICAL SPA	16.0
317	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-06-13	2023-06-20	PC 06-LT.5 55g	PLASTICHEMICAL SPA	97.0
318	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-06-15	2023-07-15	PC 06-LT.10 55g	PLASTICHEMICAL SPA	90.0
319	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-06-17	2023-07-17	PC 06-LT.5 55g	SINTETICPLAST SPA	98.0
320	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-06-23	2023-07-23	PC 06-LT.1 55g	AMBROSIO VETRI SOC. COOP.	36.0
321	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-07-24	2023-10-22	PC 06-LT.1 55g	AMBROSIO VETRI SOC. COOP.	14.0
322	PC 06-CONT. LT.10 55g	Verde	55g	PC 06	2023-09-13	2023-10-13	PC 06-LT.10 55g	AMBROSIO VETRI SOC. COOP.	29.0
323	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-01-15	2023-04-15	PC 06-LT.10 55g	PLASTICHEMICAL SPA	62.0
324	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-02-02	2023-02-09	PC 06-LT.10 55g	AMBROSIO VETRI SOC. COOP.	7.0
325	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-02-27	2023-03-06	PC 06-LT.2 55g	PLASTICHEMICAL SPA	16.0
326	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-06-13	2023-06-20	PC 06-LT.5 55g	PLASTICHEMICAL SPA	97.0
327	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-06-15	2023-07-15	PC 06-LT.10 55g	PLASTICHEMICAL SPA	90.0
328	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-06-17	2023-07-17	PC 06-LT.5 55g	SINTETICPLAST SPA	98.0
329	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-06-23	2023-07-23	PC 06-LT.1 55g	AMBROSIO VETRI SOC. COOP.	36.0
330	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-07-24	2023-10-22	PC 06-LT.1 55g	AMBROSIO VETRI SOC. COOP.	14.0
331	PC 06-CONT. LT.2 55g	Verde	55g	PC 06	2023-09-13	2023-10-13	PC 06-LT.10 55g	AMBROSIO VETRI SOC. COOP.	29.0
332	PC 06-CONT. LT.10 55g	Rosso	55g	PC 06	2023-01-25	2023-02-01	PC 06-LT.1 55g	PLASTICA INDUSTRIALE SRL	76.0
333	PC 06-CONT. LT.10 55g	Rosso	55g	PC 06	2023-03-24	2023-04-23	PC 06-LT.2 55g	CHEMPRODIE SRL	43.0
334	PC 06-CONT. LT.10 55g	Rosso	55g	PC 06	2023-07-12	2023-07-19	PC 06-LT.5 55g	PLASTICHEMICAL SPA	105.0
335	PC 06-CONT. LT.10 55g	Rosso	55g	PC 06	2023-08-19	2023-11-17	PC 06-LT.5 55g	PLASTICHEM SRL	26.0
336	PC 06-CONT. LT.2 55g	Rosso	55g	PC 06	2023-01-25	2023-02-01	PC 06-LT.1 55g	PLASTICA INDUSTRIALE SRL	76.0
337	PC 06-CONT. LT.2 55g	Rosso	55g	PC 06	2023-03-24	2023-04-23	PC 06-LT.2 55g	CHEMPRODIE SRL	43.0
338	PC 06-CONT. LT.2 55g	Rosso	55g	PC 06	2023-07-12	2023-07-19	PC 06-LT.5 55g	PLASTICHEMICAL SPA	105.0
339	PC 06-CONT. LT.2 55g	Rosso	55g	PC 06	2023-08-19	2023-11-17	PC 06-LT.5 55g	PLASTICHEM SRL	26.0
340	PC 06-CONT. LT.10 60g	Blu	60g	PC 06					
341	PC 06-CONT. LT.2 60g	Blu	60g	PC 06					
342	PC 06-CONT. LT.10 65g	Verde	65g	PC 06	2023-06-25	2023-07-02	PC 06-LT.10 65g	SINTETICPLAST SPA	55.0
343	PC 06-CONT. LT.10 65g	Verde	65g	PC 06	2023-08-18	2023-09-17	PC 06-LT.2 65g	CHEMPRODIE SRL	58.0
344	PC 06-CONT. LT.10 65g	Verde	65g	PC 06	2023-08-27	2023-11-25	PC 06-LT.2 65g	PLASTICHEM SRL	38.0
345	PC 06-CONT. LT.10 70g	Nero	70g	PC 06	2023-01-03	2023-01-10	PC 06-LT.5 70g	PLASTIMANIA SNC	68.0
346	PC 06-CONT. LT.10 70g	Nero	70g	PC 06	2023-03-11	2023-04-10	PC 06-LT.2 70g	ACETIFICIO ANDREA MILANO SRL	82.0
347	PC 06-CONT. LT.10 70g	Nero	70g	PC 06	2023-03-14	2023-04-13	PC 06-LT.10 70g	AMBROSIO VETRI SOC. COOP.	85.0
348	PC 06-CONT. LT.10 70g	Nero	70g	PC 06	2023-03-22	2023-06-20	PC 06-LT.5 70g	ACETIFICIO ANDREA MILANO SRL	21.0
349	PC 06-CONT. LT.10 70g	Nero	70g	PC 06	2023-05-21	2023-06-20	PC 06-LT.5 70g	SINTETICPLAST SPA	103.0
350	PC 06-CONT. LT.10 70g	Nero	70g	PC 06	2023-06-05	2023-06-12	PC 06-LT.2 70g	PLASTICA INDUSTRIALE SRL	108.0
351	PC 06-CONT. LT.10 70g	Nero	70g	PC 06	2023-07-06	2023-07-13	PC 06-LT.2 70g	POLIMERI ITALIANI SRL	63.0
352	PC 06-CONT. LT.10 70g	Nero	70g	PC 06	2023-08-15	2023-09-14	PC 06-LT.2 70g	CHEMPRODIE SRL	47.0
353	PC 06-CONT. LT.2 50g		50g	PC 06					
354	PC 06-CONT. LT.2 55g	Blu	55g	PC 06					
355	PC 06-CONT. LT.2 55g	Nero	55g	PC 06	2023-01-14	2023-02-13	PC 06-LT.2 55g	PLASTICHEM SRL	113.0
356	PC 06-CONT. LT.2 55g	Nero	55g	PC 06	2023-03-18	2023-04-17	PC 06-LT.5 55g	SINTETICPLAST SPA	89.0
357	PC 06-CONT. LT.2 55g	Nero	55g	PC 06	2023-05-04	2023-05-11	PC 06-LT.1 55g	CHEMPRODIE SRL	44.0
358	PC 06-CONT. LT.2 55g	Nero	55g	PC 06	2023-06-01	2023-07-01	PC 06-LT.2 55g	PLASTICHEM SRL	15.0
359	PC 06-CONT. LT.2 55g	Nero	55g	PC 06	2023-07-26	2023-08-25	PC 06-LT.2 55g	PLASTICHEM SRL	103.0
360	PC 06-CONT. LT.2 65g	Nero		PC 06					
361	PC 06-CONT. LT.5 50g	Nero		PC 06					
362	PC 06-CONT. LT.5 60g	Nero		PC 06					
363		Nero		PC 06					
364	PC 06-CONT. LT.5 70g	Nero		PC 06					
365	PE HD 02-CONT. LT.1 50g	Blu		PE HD 02					
366	PE HD 02-CONT. LT.1 50g	Nero		PE HD 02					
367	PE HD 02-CONT. LT.1 50g	Rosso		PE HD 02					
368	PE HD 02-CONT. LT.1 55g	Rosso		PE HD 02					
369	PE HD 02-CONT. LT.1 50g	Verde		PE HD 02					
370	PE HD 02-CONT. LT.1 55g	Verde		PE HD 02					
371	PE HD 02-CONT. LT.1 55g	Bianco		PE HD 02					
372	PE HD 02-CONT. LT.1 60g	Bianco		PE HD 02					
373	PE HD 02-CONT. LT.10 65g	Bianco		PE HD 02					
374	PE HD 02-CONT. LT.1 60g	Blu	60g	PE HD 02					
375	PE HD 02-CONT. LT.10 60g	Blu	60g	PE HD 02					
376		Blu	60g	PE HD 02					
377	PE HD 02-CONT. LT.1 65g	Bianco	65g	PE HD 02	2023-02-17	2023-02-24	PE HD 02-LT.10 65g	AMBROSIO VETRI SOC. COOP.	74.0
378	PE HD 02-CONT. LT.1 65g	Bianco	65g	PE HD 02	2023-03-02	2023-04-01	PE HD 02-LT.1 65g	INDUSTRIE PLASTICHE SRL	59.0
379	PE HD 02-CONT. LT.1 65g	Bianco	65g	PE HD 02	2023-06-12	2023-06-19	PE HD 02-LT.1 65g	PLASTICA INDUSTRIALE SRL	53.0
380	PE HD 02-CONT. LT.1 65g	Bianco	65g	PE HD 02	2023-07-15	2023-07-22	PE HD 02-LT.10 65g	POLIMERI ITALIANI SRL	44.0
381	PE HD 02-CONT. LT.1 65g	Bianco	65g	PE HD 02	2023-08-25	2023-09-24	PE HD 02-LT.1 65g	ACETIFICIO ANDREA MILANO SRL	117.0
382	PE HD 02-CONT. LT.1 65g	Rosso	65g	PE HD 02	2023-04-06	2023-04-13	PE HD 02-LT.2 65g	PLASTICHEMICAL SPA	24.0
383	PE HD 02-CONT. LT.1 65g	Rosso	65g	PE HD 02	2023-04-22	2023-04-29	PE HD 02-LT.2 65g	PLASTICA INDUSTRIALE SRL	102.0
384	PE HD 02-CONT. LT.1 65g	Rosso	65g	PE HD 02	2023-04-23	2023-04-30	PE HD 02-LT.1 65g	INDUSTRIE PLASTICHE SRL	14.0
385	PE HD 02-CONT. LT.1 65g	Rosso	65g	PE HD 02	2023-07-20	2023-08-19	PE HD 02-LT.1 65g	PLASTICHEMICAL SPA	26.0
386	PE HD 02-CONT. LT.1 65g	Rosso	65g	PE HD 02	2023-07-26	2023-10-24	PE HD 02-LT.2 65g	POLIMERI ITALIANI SRL	62.0
387	PE HD 02-CONT. LT.1 65g	Rosso	65g	PE HD 02	2023-09-15	2023-09-22	PE HD 02-LT.5 65g	SINTETICPLAST SPA	3.0
388	PE HD 02-CONT. LT.10 65g	Rosso	65g	PE HD 02	2023-04-06	2023-04-13	PE HD 02-LT.2 65g	PLASTICHEMICAL SPA	24.0
389	PE HD 02-CONT. LT.10 65g	Rosso	65g	PE HD 02	2023-04-22	2023-04-29	PE HD 02-LT.2 65g	PLASTICA INDUSTRIALE SRL	102.0
390	PE HD 02-CONT. LT.10 65g	Rosso	65g	PE HD 02	2023-04-23	2023-04-30	PE HD 02-LT.1 65g	INDUSTRIE PLASTICHE SRL	14.0
391	PE HD 02-CONT. LT.10 65g	Rosso	65g	PE HD 02	2023-07-20	2023-08-19	PE HD 02-LT.1 65g	PLASTICHEMICAL SPA	26.0
392	PE HD 02-CONT. LT.10 65g	Rosso	65g	PE HD 02	2023-07-26	2023-10-24	PE HD 02-LT.2 65g	POLIMERI ITALIANI SRL	62.0
393	PE HD 02-CONT. LT.10 65g	Rosso	65g	PE HD 02	2023-09-15	2023-09-22	PE HD 02-LT.5 65g	SINTETICPLAST SPA	3.0
394	PE HD 02-CONT. LT.2 65g	Rosso	65g	PE HD 02	2023-04-06	2023-04-13	PE HD 02-LT.2 65g	PLASTICHEMICAL SPA	24.0
395	PE HD 02-CONT. LT.2 65g	Rosso	65g	PE HD 02	2023-04-22	2023-04-29	PE HD 02-LT.2 65g	PLASTICA INDUSTRIALE SRL	102.0
396	PE HD 02-CONT. LT.2 65g	Rosso	65g	PE HD 02	2023-04-23	2023-04-30	PE HD 02-LT.1 65g	INDUSTRIE PLASTICHE SRL	14.0
